rec_id,deptype,depname,country,status,latitude,longitude
1,carb,Adiounedj,Mali,Occurrence,20.18333333,0.066666667
2,carb,Agate Mountain,Namibia,Occurrence,-18.45,12.08333333
3,carb,Aley,Canada,,56.45,-123.7333333
4,carb,Amma (Amba) Dongar (Ambadungar),India,Active F producer (2002),,
5,carb,Anezrouf,Mali,Occurrence,20.06666667,0.05
6,carb,"Argor (South Bluff Creek, James Bay, Alpha-B)",Canada,,50.75,-81.01666667
7,carb,Bailundo,Angola,Occurrence,-12.15,15.95
8,carb,Barra do Itapirapua,Brazil,Occurrence,-24.68333333,-49.21666667
9,carb,Bayan Obo (Baotou),China,Current producer,41.75,109.9666667
10,carb,Bear Lodge Mountains (southern),United States,"Large, low-grade resource of REE-Th",44.48333333,-104.45
11,carb,Bearpaw Mountains (Rocky Boy),United States,Occurrence,48.16666667,-109.7333333
12,carb,Big Spruce Lake,Canada,Occurrence,63.55,-115.9166667
13,carb,Bonga,Angola,Occurrence,-4.266666667,13.96666667
14,carb,Bou Naga,Mauritania,Past small producer?,20.8,-13.7
15,carb,Capuia,Angola,Occurrence,-11.9,16.25
16,carb,Carb Lake,Canada,Occurrence,54.8,-92
17,carb,Cerro Manomo,Bolivia,Occurrence,-15.5,-60.71666667
18,carb,Changit,Russia,Occurrence,70.2,100.1
19,carb,Chernigovskii (Novopoltavskii),Ukraine,Occurrence,47.23333333,36.25
20,carb,Chiriguelo,Paraguay,Occurrence,-22.65,-55.95
21,carb,Coola,Angola,Occurrence,-12.51666667,15.26666667
22,carb,Dalkainle,Somalia,Occurrence,10.4,43.26666667
23,carb,Deep Creek,United States,Occurrence,42.05,-119.95
24,carb,Eldor Carbonatite Complex,Canada,Occurrence,56.6,-68.41666667
25,carb,Elet'ozerskii (Elet'ozero),Russia,Occurrence,66.06666667,31.95
26,carb,Elk Creek,United States,,40.3,-96.2
27,carb,Eureka,Namibia,Potential resource,-21.96666667,15.31666667
28,carb,Fen,Norway,Past Nb-Fe producer; REE occurrence,59.28333333,9.283333333
29,carb,Francon Quarry - Orleans (Eastview),Canada,Occurrence,45.46666667,-75.55
30,carb,Gatineau,Canada,,,
31,carb,Gem Park,United States,"Past prod of vrm, Ni, Ag",38.26666667,-105.55
32,carb,Glenover,South Africa,Past P producer,-24.68333333,27.35
33,carb,"Gornoe Ozero (Gornoozerskii, Ozrnyi)",Russia,Occurrence,59.93333333,136.8833333
34,carb,Goudini,South Africa,,-25.13333333,26.2
35,carb,Hicks Dome,United States,Potential resource,37.6,-88.4
36,carb,"Iron Hill (Powderhorn, Cebolla Creek)",United States,Ti resource/ prospect,38.25,-107.05
37,carb,Itanhaem,Brazil,Occurrence,-24.13333333,-46.8
38,carb,Kalkfeld (Etaneno),Namibia,Th-REE occurrence,-20.8,16.11666667
39,carb,Kapfrugwa (Gungwa),Zimbabwe,,-16.46666667,32.15
40,carb,Keshya,Zambia,Occurrence,-15.88333333,28.45
41,carb,Khamna (Khamninskii),Russia,Occurrence,59.71666667,136.4166667
42,carb,Khanneshin,Afghanistan,Occurrence,30.46666667,63.58333333
43,carb,Kirumba,Congo (Zaire),Occurrence,-1.083333333,29.3
44,carb,Kizilçaören,Turkey,Potential resource,39.63333333,31.38333333
45,carb,Kugda,Russia,Occurrence,70.71666667,103.4666667
46,carb,Lesnaya Varaka,Russia,Occurrence,67.38333333,33.06666667
47,carb,Lofdal-Bergville,Namibia,Occurrence,-20.35,14.75
48,carb,Lolekek,Uganda,Occurrence,1.75,34.45
49,carb,Longonjo (Mt. Chibilundo),Angola,Occurrence,-12.85,15.25
50,carb,Lugin Gol,Mongolia,Active exploration (1999),42.95,108.5666667
51,carb,"Lupongola (Lupulonga, Chitado)",Angola,Occurrence,-17.18333333,13.7
52,carb,Makonde,Tanzania,Occurrence,-10.05,34.51666667
53,carb,Marinkas Quellen (Marinkas Kwela),Namibia,Occurrence,-28.16666667,17.41666667
54,carb,Matchinskii,Kyrgyzstan,Occurrence,39.53333333,70.78333333
55,carb,Mato Preto,Brazil,Past F producer,-24.75,-49.2
56,carb,Megiscane Lake,Canada,Occurrence,48.56666667,-75.6
57,carb,Miaoya,China,Potential resource,32.25,110.2
58,carb,Monte Verde,Angola,Occurrence,-12.18333333,15.03333333
59,carb,Mountain Pass,United States,Current producer,35.48333333,-115.5333333
60,carb,"Mushgai Khudag (Mushgia Khudag, Mushugai Khuduk, Mushugai-Hudag)",Mongolia,Occurrence,44.33333333,104
61,carb,Namo-Vara,USSR,,,
62,carb,Narssarssuaq (Narssarssuk),Greenland,,61.18333333,-45.41666667
63,carb,Ngualla,Tanzania,Occurrence,-7.7,32.83333333
64,carb,Nizhnesayanskii,Russia,Occurrence?,53.51666667,100.5166667
65,carb,"Nkombwa Hill (Nkumbwa, Nkumba)",Zambia,Occurrence,-10.15,32.85
66,carb,Nolan's Bore,Australia,Occurrence,-22.58333333,133.2333333
67,carb,"Nooitgedacht (Gelukshoek, Nooitgedagt)",South Africa,Occurrence,-25.05,27.5
68,carb,North Fork area,United States,,45.4,-114
69,carb,Nsengwa,Malawi,Occurrence,-15.41666667,34.71666667
70,carb,Okorusu Complex,Namibia,F producer; Potential REE resource,-20.03333333,16.76666667
71,carb,"Ondurukurme Complex (Ondumakorume, Kameelberg)",Namibia,"REE, P, Sr, Nb resource",-20.76666667,16.25
72,carb,Palabora (Phalaborwa),South Africa,Potential byproduct REE recovery,-23.98333333,31.11666667
73,carb,Qaqarssuk,Greenland,Occurrence,65.38333333,-51.7
74,carb,Ravalli County,United States,Occurrence,45.5,-113.3333333
75,carb,Rock Canyon Creek (Candy),Canada,Occurrence,,
76,carb,Salitre I and II,Brazil,Ti resource; REE occurrence,-19.03333333,-46.78333333
77,carb,Salmon Bay,United States,Occurrence,56.32,-133.1683333
